Date	Type
27.9.1037T7:4:5	P
23.3.1038T16:8:34	T
16.9.1038T6:47:20	T
13.3.1039T8:4:49	P
5.9.1039T10:59:14	P
20.1.1041T4:37:49	P
16.7.1041T7:35:26	T
9.1.1042T4:38:2	T
5.7.1042T22:26:38	T
29.12.1042T10:51:45	P
14.5.1044T18:4:40	P
8.11.1044T4:23:18	P
3.5.1045T21:35:7	T
28.10.1045T15:33:52	T
23.4.1046T8:10:38	P
17.10.1046T19:35:27	P
3.3.1048T6:58:13	P
26.8.1048T8:47:40	P
20.2.1049T16:0:9	T
15.8.1049T22:10:32	T
9.2.1050T17:47:23	P
5.8.1050T14:59:51	P
26.6.1051T21:10:32	P
20.12.1051T8:37:46	P
15.6.1052T3:41:44	T
8.12.1052T22:44:34	T
4.6.1053T4:42:18	P
28.11.1053T14:20:20	P
14.4.1055T7:40:5	P
8.10.1055T14:32:40	P
3.4.1056T0:5:48	T
26.9.1056T14:10:44	T
23.3.1057T16:1:0	P
15.9.1057T18:37:43	P
31.1.1059T12:24:30	P
27.7.1059T15:8:45	T
20.1.1060T12:43:26	T
16.7.1060T5:37:0	T
8.1.1061T19:24:7	P
26.5.1062T0:32:48	P
19.11.1062T13:4:7	P
15.5.1063T4:31:1	T
8.11.1063T23:49:19	T
3.5.1064T15:36:35	P
28.10.1064T3:23:9	P
14.3.1066T14:55:47	P
6.9.1066T16:26:32	P
3.3.1067T23:42:8	T
27.8.1067T5:59:57	T
21.2.1068T1:20:57	P
15.8.1068T22:43:39	P
30.12.1069T17:18:20	P
26.6.1070T10:13:14	T
20.12.1070T7:37:34	T
15.6.1071T11:5:23	P
9.12.1071T23:9:2	P
24.4.1073T15:15:43	P
18.10.1073T22:9:44	P
14.4.1074T7:55:33	T
7.10.1074T21:44:0	T
3.4.1075T23:48:9	P
27.9.1075T2:26:29	P
10.2.1077T20:3:13	P
6.8.1077T22:46:1	T
30.1.1078T20:42:20	T
27.7.1078T12:50:23	T
20.1.1079T3:53:25	P
5.6.1080T6:58:39	P
29.11.1080T21:48:25	P
25.5.1081T11:23:33	T
19.11.1081T8:9:51	T
14.5.1082T22:59:40	P
8.11.1082T11:16:5	P
24.3.1084T22:45:33	P
17.9.1084T0:14:0	P
14.3.1085T7:14:33	T
6.9.1085T13:57:40	T
3.3.1086T8:43:45	P
27.8.1086T6:35:39	P
11.1.1088T1:56:1	P
6.7.1088T16:45:7	T
30.12.1088T16:29:4	T
25.6.1089T17:27:45	T
20.12.1089T7:58:18	P
5.5.1091T22:46:58	P
30.10.1091T5:54:30	P
24.4.1092T15:38:18	T
18.10.1092T5:26:35	T
14.4.1093T7:26:59	P
7.10.1093T10:25:2	P
22.2.1095T3:35:10	P
18.8.1095T6:28:4	P
11.2.1096T4:36:49	T
6.8.1096T20:7:7	T
30.1.1097T12:17:27	P
11.12.1098T6:32:29	P
5.6.1099T18:17:13	T
30.11.1099T16:32:22	T
25.5.1100T6:19:17	P
18.11.1100T19:14:28	P
5.4.1102T6:24:14	P
28.9.1102T8:12:27	P
25.3.1103T14:36:57	T
17.9.1103T22:2:58	T
13.3.1104T15:58:54	P
6.9.1104T14:33:30	P
21.1.1106T10:31:12	P
17.7.1106T23:19:32	P
11.1.1107T1:17:57	T
6.7.1107T23:54:10	T
31.12.1107T16:45:56	P
16.5.1109T6:14:47	P
9.11.1109T13:45:0	P
5.5.1110T23:15:37	T
29.10.1110T13:18:2	T
25.4.1111T14:58:17	P
18.10.1111T18:32:6	P
4.3.1113T10:56:15	P
28.8.1113T14:16:50	P
21.2.1114T12:23:23	T
18.8.1114T3:29:4	T
10.2.1115T20:36:2	P
7.8.1115T9:52:28	P
21.12.1116T15:17:52	P
16.6.1117T1:10:59	T
11.12.1117T0:56:11	T
5.6.1118T13:39:5	T
30.11.1118T3:16:19	P
15.4.1120T13:55:59	P
8.10.1120T16:19:42	P
4.4.1121T21:48:29	T
28.9.1121T6:17:30	T
24.3.1122T23:3:27	P
17.9.1122T22:39:18	P
1.2.1124T19:0:48	P
28.7.1124T5:56:15	P
21.1.1125T10:2:47	T
17.7.1125T6:23:50	T
11.1.1126T1:29:55	P
6.7.1126T10:10:16	P
27.5.1127T13:39:51	P
20.11.1127T21:40:54	P
16.5.1128T6:48:4	T
8.11.1128T21:17:28	T
5.5.1129T22:21:39	P
29.10.1129T2:48:21	P
15.3.1131T18:10:31	P
8.9.1131T22:12:5	P
3.3.1132T20:3:48	T
28.8.1132T10:55:54	T
21.2.1133T4:48:14	P
17.8.1133T16:46:45	P
2.1.1135T0:0:14	P
27.6.1135T8:7:45	T
22.12.1135T9:18:55	T
15.6.1136T20:58:24	T
10.12.1136T11:19:58	P
26.4.1138T21:18:25	P
20.10.1138T0:35:55	P
16.4.1139T4:51:10	T
9.10.1139T14:39:55	T
4.4.1140T5:59:42	P
28.9.1140T6:51:51	P
12.2.1142T3:24:57	P
8.8.1142T12:39:4	P
1.2.1143T18:43:18	T
28.7.1143T12:59:7	T
22.1.1144T10:9:46	P
16.7.1144T17:5:15	P
6.6.1145T21:3:47	P
1.12.1145T5:40:7	P
27.5.1146T14:17:43	T
20.11.1146T5:21:53	T
17.5.1147T5:39:50	P
9.11.1147T11:11:45	P
26.3.1149T1:14:23	P
19.9.1149T6:15:22	P
15.3.1150T3:35:35	T
8.9.1150T18:30:27	T
4.3.1151T12:54:24	P
28.8.1151T23:46:23	P
12.1.1153T8:39:57	P
7.7.1153T15:7:34	P
1.1.1154T17:39:57	T
27.6.1154T4:20:8	T
21.12.1154T19:22:51	P
16.6.1155T21:20:48	P
7.5.1156T4:33:43	P
30.10.1156T8:59:49	P
26.4.1157T11:44:52	T
19.10.1157T23:10:14	T
15.4.1158T12:47:6	P
9.10.1158T15:12:42	P
23.2.1160T11:42:25	P
18.8.1160T19:27:29	P
12.2.1161T3:16:14	T
7.8.1161T19:41:17	T
1.2.1162T18:43:30	P
28.7.1162T0:6:36	P
18.6.1163T4:27:57	P
12.12.1163T13:42:18	P
6.6.1164T21:43:27	T
30.11.1164T13:32:27	T
27.5.1165T12:52:52	P
19.11.1165T19:41:18	P
6.4.1167T8:12:22	P
30.9.1167T14:24:46	P
25.3.1168T11:1:50	T
19.9.1168T2:11:28	T
14.3.1169T20:52:4	P
8.9.1169T6:54:28	P
23.1.1171T17:13:11	P
18.7.1171T22:13:16	P
13.1.1172T1:56:16	T
7.7.1172T11:43:6	T
1.1.1173T3:24:43	P
27.6.1173T4:47:42	P
18.5.1174T11:42:18	P
10.11.1174T17:31:32	P
7.5.1175T18:31:15	T
31.10.1175T7:47:11	T
25.4.1176T19:28:8	P
19.10.1176T23:40:14	P
5.3.1178T19:53:46	P
30.8.1178T2:23:5	P
23.2.1179T11:43:9	T
19.8.1179T2:31:51	T
13.2.1180T3:10:8	P
7.8.1180T7:15:4	P
22.12.1181T21:43:1	P
18.6.1182T5:9:25	T
11.12.1182T21:45:32	T
7.6.1183T20:1:59	T
1.12.1183T4:15:19	P
16.4.1185T15:0:13	P
10.10.1185T22:42:44	P
5.4.1186T18:20:26	T
30.9.1186T9:59:19	T
26.3.1187T4:44:0	P
19.9.1187T14:9:42	P
3.2.1189T1:41:20	P
29.7.1189T5:24:59	P
23.1.1190T10:7:0	T
18.7.1190T19:11:31	T
12.1.1191T11:23:18	P
8.7.1191T12:16:23	P
28.5.1192T18:46:26	P
21.11.1192T2:8:7	P
18.5.1193T1:10:42	T
10.11.1193T16:30:23	T
7.5.1194T2:3:17	P
31.10.1194T8:13:30	P
16.3.1196T3:56:40	P
9.9.1196T9:26:43	P
5.3.1197T20:1:37	T
29.8.1197T9:31:59	T
23.2.1198T11:28:24	P
18.8.1198T14:32:52	P
3.1.1200T5:44:10	P
28.6.1200T12:34:22	T
22.12.1200T6:0:34	T
18.6.1201T3:8:28	T
11.12.1201T12:52:37	P
27.4.1203T21:44:13	P
22.10.1203T7:6:23	P
16.4.1204T1:33:7	T
10.10.1204T17:54:16	T
5.4.1205T12:28:31	P
29.9.1205T21:33:51	P
14.2.1207T10:1:10	P
9.8.1207T12:43:42	P
3.2.1208T18:10:32	T
29.7.1208T2:44:5	T
22.1.1209T19:16:5	P
18.7.1209T19:47:15	P
2.12.1210T10:48:53	P
29.5.1211T7:45:32	T
22.11.1211T1:18:37	T
17.5.1212T8:32:49	P
10.11.1212T16:52:49	P
27.3.1214T11:53:30	P
20.9.1214T16:39:22	P
17.3.1215T4:13:33	T
9.9.1215T16:40:52	T
5.3.1216T19:38:20	P
28.8.1216T21:59:36	P
13.1.1218T13:40:34	P
9.7.1218T20:1:9	P
2.1.1219T14:13:50	T
29.6.1219T10:13:47	T
22.12.1219T21:30:57	P
1.11.1221T15:36:50	P
27.4.1222T8:40:32	T
22.10.1222T1:56:29	T
16.4.1223T20:7:47	P
11.10.1223T5:5:11	P
24.2.1225T18:12:46	P
19.8.1225T20:10:52	P
14.2.1226T2:6:28	T
9.8.1226T10:22:59	T
3.2.1227T3:2:49	P
30.7.1227T3:22:22	P
12.12.1228T19:31:51	P
8.6.1229T14:17:10	T
2.12.1229T10:9:23	T
28.5.1230T15:0:9	T
22.11.1230T1:36:20	P
6.4.1232T19:42:43	P
1.10.1232T0:1:20	P
27.3.1233T12:15:38	T
20.9.1233T0:0:52	T
17.3.1234T3:39:29	P
9.9.1234T5:35:20	P
24.1.1236T21:33:27	P
20.7.1236T3:28:54	P
12.1.1237T22:26:14	T
9.7.1237T17:19:45	T
2.1.1238T6:8:17	P
29.6.1238T0:23:45	P
13.11.1239T0:11:32	P
7.5.1240T15:44:15	T
1.11.1240T10:4:27	T
27.4.1241T3:40:38	T
21.10.1241T12:45:10	P
8.3.1243T2:14:43	P
31.8.1243T3:46:51	P
25.2.1244T9:51:50	T
19.8.1244T18:8:9	T
13.2.1245T10:41:36	P
9.8.1245T11:2:11	P
24.12.1246T4:16:48	P
19.6.1247T20:45:31	P
13.12.1247T19:3:1	T
7.6.1248T21:24:58	T
2.12.1248T10:22:46	P
18.4.1250T3:27:9	P
12.10.1250T7:30:4	P
7.4.1251T20:11:51	T
1.10.1251T7:29:58	T
27.3.1252T11:30:34	P
19.9.1252T13:21:2	P
4.2.1254T5:18:13	P
31.7.1254T11:1:35	P
24.1.1255T6:34:23	T
21.7.1255T0:25:59	T
13.1.1256T14:44:4	P
9.7.1256T6:59:2	P
23.11.1257T8:51:11	P
18.5.1258T22:45:17	T
12.11.1258T18:16:59	T
8.5.1259T11:10:18	T
1.11.1259T20:31:53	P
18.3.1261T10:7:56	P
10.9.1261T11:32:15	P
7.3.1262T17:28:17	T
31.8.1262T2:1:40	T
24.2.1263T18:12:42	P
20.8.1263T18:47:2	P
3.1.1265T12:59:20	P
30.6.1265T3:14:6	P
24.12.1265T3:55:57	T
19.6.1266T3:50:18	T
13.12.1266T19:9:37	P
8.6.1267T7:45:8	P
28.4.1268T11:3:47	P
22.10.1268T15:8:29	P
18.4.1269T3:59:31	T
11.10.1269T15:9:34	T
7.4.1270T19:13:13	P
30.9.1270T21:16:50	P
15.2.1272T12:57:53	P
10.8.1272T18:37:46	P
3.2.1273T14:37:42	T
31.7.1273T7:35:52	T
23.1.1274T23:16:22	P
20.7.1274T13:37:14	P
4.12.1275T17:32:19	P
29.5.1276T5:44:5	T
23.11.1276T2:33:30	T
18.5.1277T18:36:13	T
12.11.1277T4:24:8	P
29.3.1279T17:50:49	P
21.9.1279T19:26:50	P
18.3.1280T0:53:37	T
10.9.1280T10:2:47	T
7.3.1281T1:33:37	P
31.8.1281T2:38:37	P
14.1.1283T21:40:31	P
11.7.1283T9:42:53	P
4.1.1284T12:48:12	T
29.6.1284T10:16:0	T
24.12.1284T3:56:38	P
18.6.1285T14:36:9	P
9.5.1286T18:38:6	P
2.11.1286T22:53:19	P
29.4.1287T11:41:31	T
22.10.1287T22:57:41	T
18.4.1288T2:46:56	P
11.10.1288T5:22:9	T
25.2.1290T20:28:11	P
22.8.1290T2:19:31	P
14.2.1291T22:34:42	T
11.8.1291T14:49:5	T
4.2.1292T7:43:14	P
30.7.1292T20:17:43	P
15.12.1293T2:14:39	P
9.6.1294T12:43:31	P
4.12.1294T10:52:56	T
30.5.1295T1:59:34	T
23.11.1295T12:21:47	P
18.5.1296T18:58:30	P
9.4.1297T1:24:32	P
2.10.1297T3:30:53	P
29.3.1298T8:10:17	T
21.9.1298T18:11:8	T
18.3.1299T8:46:35	P
11.9.1299T10:36:37	P
25.1.1301T6:16:32	P
21.7.1301T16:15:37	P
14.1.1302T21:35:54	T
10.7.1302T16:46:6	T
4.1.1303T12:41:28	P
29.6.1303T21:28:3	P
13.11.1304T6:45:34	P
9.5.1305T19:16:38	T
2.11.1305T6:55:19	T
29.4.1306T10:13:32	T
22.10.1306T13:35:34	T
8.3.1308T3:50:42	P
1.9.1308T10:7:4	P
25.2.1309T6:25:40	T
21.8.1309T22:8:1	T
14.2.1310T16:4:18	P
11.8.1310T3:4:21	P
26.12.1311T10:55:55	P
19.6.1312T19:43:46	P
14.12.1312T19:11:58	T
9.6.1313T9:22:6	T
3.12.1313T20:22:21	P
30.5.1314T2:28:18	P
20.4.1315T8:49:0	P
13.10.1315T11:44:11	P
8.4.1316T15:14:51	T
2.10.1316T2:28:20	T
28.3.1317T15:49:55	P
21.9.1317T18:41:57	T
5.2.1319T14:49:6	P
1.8.1319T22:50:32	P
26.1.1320T6:20:48	T
20.7.1320T23:20:21	T
14.1.1321T21:22:17	P
10.7.1321T4:25:23	P
21.5.1323T2:48:9	T
13.11.1323T14:59:35	T
9.5.1324T17:31:33	T
1.11.1324T21:57:32	T
19.3.1326T11:3:40	P
12.9.1326T18:2:10	P
8.3.1327T14:8:34	T
2.9.1327T5:31:42	T
26.2.1328T0:18:42	P
21.8.1328T9:56:15	P
5.1.1330T19:35:32	P
1.7.1330T2:46:7	P
26.12.1330T3:30:41	T
20.6.1331T16:44:34	T
15.12.1331T4:24:50	P
9.6.1332T9:55:11	P
30.4.1333T16:6:9	P
23.10.1333T20:4:51	P
19.4.1334T22:12:11	T
13.10.1334T10:52:55	T
8.4.1335T22:45:2	P
3.10.1335T2:54:6	T
15.2.1337T23:13:25	P
12.8.1337T5:32:46	P
5.2.1338T14:59:11	T
1.8.1338T6:0:25	T
26.1.1339T5:58:9	P
21.7.1339T11:26:41	P
31.5.1341T10:15:31	T
23.11.1341T23:9:48	T
21.5.1342T0:44:45	T
13.11.1342T6:26:34	T
23.9.1344T2:3:46	P
18.3.1345T21:44:41	T
12.9.1345T13:2:48	T
8.3.1346T8:26:57	P
1.9.1346T16:54:27	P
17.1.1348T4:9:50	P
11.7.1348T9:52:30	P
5.1.1349T11:45:40	T
1.7.1349T0:9:20	T
25.12.1349T12:25:48	P
20.6.1350T17:21:47	P
4.11.1351T4:34:8	P
30.4.1352T4:59:28	T
23.10.1352T19:25:34	T
19.4.1353T5:32:0	T
13.10.1353T11:14:11	T
27.2.1355T7:33:13	P
23.8.1355T12:20:17	P
16.2.1356T23:31:22	T
11.8.1356T12:47:57	T
5.2.1357T14:27:27	P
31.7.1357T18:35:47	P
11.6.1359T17:39:47	P
5.12.1359T7:24:19	T
31.5.1360T7:51:57	T
23.11.1360T15:0:39	T
4.10.1362T10:12:8	P
30.3.1363T5:13:30	T
23.9.1363T20:40:23	T
18.3.1364T16:26:32	T
12.9.1364T0:0:44	P
27.1.1366T12:39:18	P
22.7.1366T17:4:1	P
16.1.1367T19:57:34	T
12.7.1367T7:35:23	T
5.1.1368T20:26:16	P
1.7.1368T0:48:23	P
14.11.1369T13:9:2	P
11.5.1370T11:41:22	T
4.11.1370T4:3:32	T
30.4.1371T12:13:3	T
24.10.1371T19:40:31	T
9.3.1373T15:44:12	P
27.2.1374T7:55:14	T
22.8.1374T19:44:13	T
16.2.1375T22:49:15	P
12.8.1375T1:50:39	P
22.6.1377T1:2:58	P
15.12.1377T15:42:20	T
11.6.1378T14:55:52	T
4.12.1378T23:38:54	T
31.5.1379T21:57:14	P
14.10.1380T18:27:37	P
9.4.1381T12:36:50	T
4.10.1381T4:24:45	T
30.3.1382T0:20:27	T
23.9.1382T7:15:12	P
7.2.1384T21:1:3	P
2.8.1384T0:22:35	P
27.1.1385T4:1:25	T
22.7.1385T15:6:49	T
16.1.1386T4:22:29	P
12.7.1386T8:15:58	P
25.11.1387T21:50:13	P
21.5.1388T18:15:6	P
14.11.1388T12:48:27	T
10.5.1389T18:48:43	T
4.11.1389T4:12:46	T
20.3.1391T23:49:1	P
9.3.1392T16:12:14	T
2.9.1392T2:49:46	T
27.2.1393T7:2:14	P
22.8.1393T9:15:18	T
3.7.1395T8:26:4	P
27.12.1395T0:0:15	T
21.6.1396T21:56:41	T
15.12.1396T8:19:17	T
11.6.1397T4:31:36	P
26.10.1398T2:50:2	P
20.4.1399T19:52:49	T
15.10.1399T12:16:35	T
9.4.1400T8:6:51	T
3.10.1400T14:38:36	T
18.2.1402T5:16:30	P
13.8.1402T7:47:3	P
7.2.1403T12:0:3	T
2.8.1403T22:42:18	T
27.1.1404T12:13:43	P
22.7.1404T15:46:36	P
6.12.1405T6:33:13	P
2.6.1406T0:46:25	P
25.11.1406T21:36:51	T
22.5.1407T1:19:29	T
15.11.1407T12:50:10	T
10.5.1408T5:12:17	P
31.3.1409T7:45:13	P
21.3.1410T0:20:45	T
13.9.1410T10:4:27	T
10.3.1411T15:6:37	P
2.9.1411T16:48:9	T
13.7.1413T15:50:27	P
6.1.1414T8:17:53	T
3.7.1414T4:57:15	T
26.12.1414T17:1:7	T
22.6.1415T11:3:6	P
5.11.1416T11:17:37	P
1.5.1417T3:5:22	P
25.10.1417T20:15:7	T
20.4.1418T15:48:18	T
14.10.1418T22:9:21	T
10.4.1419T8:21:39	P
29.2.1420T13:20:56	P
23.8.1420T15:21:6	P
17.2.1421T19:48:27	T
13.8.1421T6:24:23	T
6.2.1422T19:58:1	P
2.8.1422T23:20:42	P
17.12.1423T15:20:1	P
12.6.1424T7:13:2	P
6.12.1424T6:28:42	T
1.6.1425T7:48:18	T
25.11.1425T21:31:52	T
21.5.1426T12:9:4	P
11.4.1427T15:36:23	P
31.3.1428T8:21:15	T
23.9.1428T17:29:54	T
20.3.1429T23:2:11	T
13.9.1429T0:30:32	T
2.9.1430T14:18:56	P
24.7.1431T23:16:42	P
17.1.1432T16:32:40	T
13.7.1432T11:58:17	T
6.1.1433T1:40:46	T
2.7.1433T17:34:56	P
12.5.1435T10:13:11	P
6.11.1435T4:20:16	T
30.4.1436T23:23:12	T
25.10.1436T5:49:24	T
20.4.1437T16:10:28	P
11.3.1438T21:17:55	P
1.3.1439T3:28:54	T
24.8.1439T14:12:6	T
18.2.1440T3:35:32	P
13.8.1440T7:0:3	T
28.12.1441T0:6:8	P
23.6.1442T13:39:6	P
17.12.1442T15:21:21	T
12.6.1443T14:15:52	T
7.12.1443T6:15:30	T
31.5.1444T19:3:18	P
11.4.1446T16:14:2	T
5.10.1446T1:5:29	P
1.4.1447T6:47:26	T
24.9.1447T8:22:29	T
12.9.1448T22:19:32	P
4.8.1449T6:47:6	P
28.1.1450T0:45:8	T
24.7.1450T19:0:10	T
17.1.1451T10:19:23	T
14.7.1451T0:7:29	P
22.5.1453T17:19:57	P
16.11.1453T12:28:47	T
12.5.1454T6:55:11	T
5.11.1454T13:35:42	T
1.5.1455T23:51:27	P
22.3.1456T5:3:32	P
11.3.1457T10:57:52	T
3.9.1457T22:8:21	T
28.2.1458T11:4:53	T
24.8.1458T14:43:49	T
8.1.1460T8:51:51	P
3.7.1460T20:4:26	P
28.12.1460T0:14:45	T
22.6.1461T20:44:43	T
17.12.1461T15:0:0	T
12.6.1462T1:58:55	P
22.4.1464T0:0:10	T
15.10.1464T8:50:47	P
11.4.1465T14:24:28	T
4.10.1465T16:24:28	T
24.9.1466T6:28:3	P
15.8.1467T14:22:17	P
8.2.1468T8:50:31	T
4.8.1468T2:6:4	T
27.1.1469T18:53:18	T
24.7.1469T6:42:46	P
17.1.1470T9:51:49	P
3.6.1471T0:23:10	P
27.11.1471T20:42:22	T
22.5.1472T14:23:5	T
15.11.1472T21:28:20	T
12.5.1473T7:28:21	P
4.11.1473T21:8:23	P
22.3.1475T18:18:39	T
15.9.1475T6:11:44	T
10.3.1476T18:25:12	T
3.9.1476T22:34:58	T
18.1.1478T17:33:33	P
15.7.1478T2:32:38	P
8.1.1479T9:5:26	T
4.7.1479T3:14:45	T
28.12.1479T23:43:31	T
22.6.1480T8:55:27	P
3.5.1482T7:39:0	T
26.10.1482T16:45:28	P
22.4.1483T21:52:19	T
16.10.1483T0:36:0	T
4.10.1484T14:45:35	P
25.8.1485T22:1:58	P
18.2.1486T16:51:51	T
15.8.1486T9:15:15	T
8.2.1487T3:22:49	T
4.8.1487T13:21:13	P
28.1.1488T18:35:29	P
13.6.1489T7:28:45	P
8.12.1489T4:57:5	T
2.6.1490T21:49:13	T
27.11.1490T5:25:13	T
23.5.1491T15:0:0	P
16.11.1491T5:10:39	P
2.4.1493T1:28:34	T
25.9.1493T14:23:1	T
22.3.1494T1:37:17	T
15.9.1494T6:32:25	T
30.1.1496T2:12:22	P
18.1.1497T17:53:14	T
14.7.1497T9:49:55	T
8.1.1498T8:25:32	T
3.7.1498T15:54:47	P
13.5.1500T15:12:36	P
6.11.1500T0:48:33	P
3.5.1501T5:13:26	T
26.10.1501T8:54:58	T
15.10.1502T23:10:40	P
1.3.1504T0:44:47	T
25.8.1504T16:30:40	T
18.2.1505T11:45:3	T
14.8.1505T20:5:59	T
8.2.1506T3:14:7	P
24.6.1507T14:33:59	P
19.12.1507T13:13:1	T
13.6.1508T5:14:2	T
7.12.1508T13:26:13	T
2.6.1509T22:29:18	P
26.11.1509T13:18:2	P
13.4.1511T8:29:6	P
6.10.1511T22:42:6	T
1.4.1512T8:40:58	T
25.9.1512T14:37:20	T
21.3.1513T11:22:52	P
30.1.1515T2:35:56	T
25.7.1515T16:29:57	T
19.1.1516T17:2:13	T
13.7.1516T22:58:24	T
24.5.1518T22:40:54	P
17.11.1518T8:59:11	P
14.5.1519T12:25:26	T
6.11.1519T17:22:27	T
2.5.1520T19:14:16	P
26.10.1520T7:43:2	P
12.3.1522T8:32:37	T
5.9.1522T23:50:39	T
1.3.1523T20:2:0	T
26.8.1523T2:57:1	T
19.2.1524T11:45:16	P
4.7.1525T21:43:23	P
29.12.1525T21:26:19	T
24.6.1526T12:39:44	T
18.12.1526T21:27:49	T
14.6.1527T5:54:52	P
7.12.1527T21:30:5	P
23.4.1529T15:20:28	P
17.10.1529T7:9:32	T
12.4.1530T15:36:23	T
6.10.1530T22:49:14	T
1.4.1531T18:47:57	P
26.9.1531T10:13:23	P
9.2.1533T11:13:52	T
4.8.1533T23:16:0	T
30.1.1534T1:34:32	T
25.7.1534T6:7:1	T
4.6.1536T6:6:33	P
27.11.1536T17:14:1	P
24.5.1537T19:33:13	T
17.11.1537T1:55:51	T
14.5.1538T1:58:0	P
6.11.1538T16:22:2	P
22.3.1540T16:11:8	P
16.9.1540T7:18:56	P
12.3.1541T4:11:19	T
5.9.1541T9:54:46	T
1.3.1542T20:10:0	P
16.7.1543T4:55:2	P
10.1.1544T5:37:51	T
4.7.1544T20:6:57	T
29.12.1544T5:29:10	T
24.6.1545T13:21:1	P
18.12.1545T5:45:1	P
4.5.1547T22:4:32	P
28.10.1547T15:43:40	P
22.4.1548T22:24:51	T
17.10.1548T7:8:29	T
12.4.1549T2:6:54	P
6.10.1549T18:2:25	P
20.2.1551T19:43:12	T
16.8.1551T6:9:51	P
10.2.1552T9:58:45	T
4.8.1552T13:22:37	T
25.7.1553T3:24:11	P
15.6.1554T13:27:59	P
9.12.1554T1:34:26	P
5.6.1555T2:34:54	T
28.11.1555T10:34:50	T
24.5.1556T8:36:4	P
17.11.1556T1:6:54	P
2.4.1558T23:45:10	P
27.9.1558T14:53:7	P
23.3.1559T12:13:18	T
16.9.1559T17:1:0	T
12.3.1560T4:26:27	P
4.9.1560T17:8:50	P
20.1.1562T13:43:40	T
16.7.1562T3:36:19	T
9.1.1563T13:28:27	T
5.7.1563T20:46:26	T
29.12.1563T13:59:52	P
15.5.1565T4:41:16	P
8.11.1565T0:23:49	P
4.5.1566T5:6:57	T
28.10.1566T15:34:6	T
23.4.1567T9:18:49	P
18.10.1567T1:59:2	P
3.3.1569T4:6:8	T
26.8.1569T13:12:21	P
20.2.1570T18:16:30	T
15.8.1570T20:44:34	T
5.8.1571T10:59:42	P
25.6.1572T20:49:39	P
19.12.1572T9:56:7	P
15.6.1573T9:34:0	T
8.12.1573T19:16:17	T
4.6.1574T15:9:13	P
28.11.1574T9:55:43	P
13.4.1576T7:11:16	P
7.10.1576T22:35:11	P
2.4.1577T20:8:13	T
27.9.1577T0:16:7	T
23.3.1578T12:35:23	P
16.9.1578T0:21:28	P
31.1.1580T21:43:39	T
26.7.1580T11:9:58	T
19.1.1581T21:24:57	T
16.7.1581T4:13:15	T
8.1.1582T22:14:15	P
5.6.1583T11:12:22	P
29.11.1583T9:8:53	P
24.5.1584T11:45:10	T
18.11.1584T0:4:27	T
13.5.1585T16:27:7	P
7.11.1585T10:1:47	P
24.3.1587T12:19:48	T
16.9.1587T20:25:5	P
13.3.1588T2:23:35	T
5.9.1588T4:15:59	T
25.8.1589T18:40:24	P
17.7.1590T4:9:55	P
9.1.1591T18:19:22	P
6.7.1591T16:29:29	T
30.12.1591T4:0:35	T
24.6.1592T21:40:12	P
18.12.1592T18:46:58	P
4.5.1594T14:32:42	P
29.10.1594T6:23:44	P
24.4.1595T3:56:44	T
18.10.1595T7:40:6	T
12.4.1596T20:35:30	P
6.10.1596T7:45:10	P
21.2.1598T5:35:27	P
16.8.1598T18:47:58	T
10.2.1599T5:14:35	T
6.8.1599T11:42:6	T
30.1.1600T6:25:29	P
15.6.1601T17:39:34	P
9.12.1601T17:58:33	P
4.6.1602T18:18:12	T
29.11.1602T8:40:26	T
24.5.1603T23:30:55	P
18.11.1603T18:10:30	P
3.4.1605T20:27:2	P
27.9.1605T3:46:2	P
24.3.1606T10:23:18	T
16.9.1606T11:55:21	T
6.9.1607T2:28:42	P
27.7.1608T11:33:2	P
20.1.1609T2:39:41	P
16.7.1609T23:25:49	T
9.1.1610T12:44:36	T
6.7.1610T4:8:3	P
30.12.1610T3:39:54	P
14.5.1612T21:48:17	P
8.11.1612T14:19:56	P
4.5.1613T11:39:3	T
28.10.1613T15:11:40	T
24.4.1614T4:28:48	P
17.10.1614T15:18:17	P
3.3.1616T13:19:28	P
27.8.1616T2:31:49	T
20.2.1617T12:58:54	T
16.8.1617T19:15:10	T
9.2.1618T14:33:24	P
27.6.1619T0:4:48	P
21.12.1619T2:49:28	P
15.6.1620T0:50:49	T
9.12.1620T17:19:13	T
4.6.1621T6:32:45	P
29.11.1621T2:23:1	P
15.4.1623T4:23:33	P
8.10.1623T11:18:42	P
3.4.1624T18:12:8	T
26.9.1624T19:44:24	T
24.3.1625T1:11:28	P
16.9.1625T10:24:16	P
31.1.1627T10:59:17	P
28.7.1627T6:21:40	T
20.1.1628T21:27:26	T
16.7.1628T10:36:57	T
9.1.1629T12:32:47	P
26.5.1630T5:1:22	P
19.11.1630T22:20:56	P
15.5.1631T19:15:41	T
8.11.1631T22:51:38	T
4.5.1632T12:15:5	P
27.10.1632T23:0:32	P
14.3.1634T20:53:1	P
7.9.1634T10:21:50	P
3.3.1635T20:34:50	T
28.8.1635T2:53:1	T
20.2.1636T22:34:50	P
16.8.1636T15:29:55	P
31.12.1637T11:42:25	P
26.6.1638T7:21:47	T
21.12.1638T2:0:39	T
15.6.1639T13:32:42	P
10.12.1639T10:39:50	P
25.4.1641T12:14:36	P
18.10.1641T19:0:25	P
15.4.1642T1:52:19	T
8.10.1642T3:42:19	T
